dlga_member_chat:member_lady_1|{playername}， 你 认 为 我 们 什 么 时 候 能 到 达 目 的 地 ？ 
dlga_member_lady_1:member_lady_2a|我 们 还 有 很 长 的 一 段 路 要 走 。 
dlga_member_chat:supported_pretender_talk|欢 迎 你 ， {playername}， 我 的 第 一 个 也 是 最 重 要 的 封 臣 。 我 在 等 待 你 的 意 见 。 
dlga_supported_pretender_pretalk:supported_pretender_talk|还 有 什 么 事 吗 ？ 
dlga_supported_pretender_talk:pretender_progress|到 目 前 为 止 ， 我 们 的 计 划 进 展 得 如 何 了 ？ 
dlga_pretender_progress_2:pretender_quit_rebel_confirm|似 乎 这 场 叛 乱 不 可 能 再 继 续 下 去 了 。 我 们 现 在 必 须 放 弃 了 。 
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|开 个 玩 笑 而 已 。 我 会 为 你 而 战 直 到 胜 利 。 
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|你 非 常 确 定 么 ？ 我 永 远 不 会 原 谅 你 如 果 你 现 在 背 弃 我 。 
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|我 确 定 。 
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|让 我 再 想 想 。 
dlga_pretender_quit_rebel:close_window|那 就 这 样 吧 ， 我 的 大 业 就 此 破 灭 了 。 除 了 离 开 卡 拉 迪 亚 并 且 永 远 不 再 回 来 ， 我 已 别 无 选 择 了 。 等 我 走 了 ， 你 也 许 可 以 试 着 与 {s4}谈 和 。 
dlga_supported_pretender_talk:supported_pretender_equip|{reg65?尊 敬 的 女 士 :我 的 大 人 }， 可 以 允 许 我 看 看 你 的 装 备 么 ？ 
dlga_supported_pretender_talk:pretneder_view_char_requested|如 果 你 乐 意 的 话 ， 能 告 诉 我 你 都 会 些 什 么 吗 ？ 
dlga_pretneder_view_char_requested:supported_pretender_pretalk|好 的 。 
dlga_supported_pretender_talk:supported_pretender_grant_fief|我 建 议 你 来 决 定 把 没 有 领 主 的 封 地 封 给 谁 。 
dlga_supported_pretender_grant_fief:supported_pretender_grant_fief_select|你 想 要 哪 块 封 地 ？ 
dlga_supported_pretender_grant_fief_select:supported_pretender_grant_fief_choose_recipient|{s4}
dlga_supported_pretender_grant_fief_choose_recipient:center_captured_rebellion|那 么 谁 该 接 受 它 呢 ？ 
dlga_supported_pretender_grant_fief_select:supported_pretender_pretalk|没 事 。 
dlga_supported_pretender_talk:close_window|让 我 们 继 续 走 吧 {reg65?尊 敬 的 女 士 :先 生 }。 
dlga_do_member_trade:member_talk|还 有 什 么 事 吗 ？ 
dlga_member_pretalk:member_talk|还 有 什 么 事 吗 ？ 
dlga_member_chat:member_talk|什 么 事 ， {s5}？ 
dlga_member_talk:member_direct_campaign|作 为 元 帅 ， 我 要 你 给 王 国 的 封 臣 们 送 封 信 
dlga_member_talk:member_trade|让 我 看 看 你 的 装 备 。 
dlga_do_member_trade:member_talk|还 有 什 么 事 吗 ？ 
dlga_member_talk:view_member_char_requested|告 诉 我 你 都 会 些 什 么 ？ 
dlga_view_member_char_requested:do_member_view_char|好 的 ， 让 我 告 诉 你 我 的 事 情 … … 
dlga_member_talk:member_separate|我 们 需 要 分 开 一 会 。 
dlga_member_separate:companion_quitting|好 吧 ， 其 实 我 还 有 一 些 话 要 跟 你 说 。 
dlga_member_talk:close_window|没 事 。 
dlga_member_question:member_question_2|很 好 ， 你 想 问 我 什 么 ？ 
dlga_member_question_2:member_morale|你 对 我 们 这 支 部 队 的 整 体 状 况 有 何 感 觉 ？ 
dlga_member_question_2:member_background_recap|再 和 我 说 一 遍 你 的 故 事 。 
dlga_member_question_2:member_intelgathering_1|你 有 什 么 办 法 能 让 我 们 获 得 优 势 吗 ？ 
dlga_member_question_2:member_fief_grant_1|你 想 拥 有 封 地 吗 ？ 
dlga_member_morale:do_member_trade|{s21}
dlga_member_background_recap:member_background_recap_2|{s5}
dlga_member_background_recap_2:member_background_recap_3|{s5}
dlga_member_background_recap_3:do_member_trade|请 等 一 下 ， 我 马 上 就 会 加 入 你 。 
dlga_do_member_view_char:member_talk|还 有 什 么 事 吗 ？ 
dlga_member_kingsupport_1:do_member_trade|嗯 … … 是 的 ， 我 听 说 了 。 
dlga_member_kingsupport_1:member_kingsupport_1a|{s21}
dlga_member_kingsupport_1a:member_kingsupport_2|那 么 你 能 来 支 持 我 的 大 业 吗 ？ 
dlga_member_kingsupport_1a:do_member_trade|很 好 ， 我 会 记 着 的 。 
dlga_member_kingsupport_2:do_member_trade|我 会 的 ， {s21}。 此 外 ， 我 有 个 关 于 如 何 帮 你 夺 取 王 位 的 建 议 ， 但 你 刚 在 一 次 相 似 的 任 务 中 把 {s22}给 送 走 了 。 也 许 我 们 应 该 等 一 段 时 间 来 避 免 引 起 太 多 人 的 注 意 。 
dlga_member_kingsupport_2:member_kingsupport_2a|{s21}
dlga_member_kingsupport_2a:member_kingsupport_3|{s21}
dlga_member_kingsupport_2a:do_member_trade|{s21}
dlga_member_kingsupport_3:member_kingsupport_3a|{s21}
dlga_member_kingsupport_3a:member_kingsupport_4|你 做 的 很 好 。 
dlga_member_kingsupport_3a:do_member_trade|让 我 再 考 虑 下 ， 请 和 我 一 起 呆 一 会 儿 。 
dlga_member_kingsupport_4:close_window|我 们 只 是 暂 时 的 告 别 一 小 会 ， {s21}。 
dlga_member_intelgathering_1:member_intelgathering_3|{s21}
dlga_member_intelgathering_3:member_intelgathering_4|你 这 主 意 真 是 绝 了 ！ 
dlga_member_intelgathering_3:do_member_trade|现 在 的 话 ， 暂 缓 行 动 。 
dlga_member_intelgathering_4:close_window|很 好 ， 我 会 在 5天 内 准 备 好 汇 报 情 况 。 我 们 暂 时 告 别 ， {s21}。 
dlga_relative_saved_1a:close_window|是 。 我 告 诉 他 们 我 会 找 到 你 。 我 建 议 你 赶 快 回 家 — — 路 上 小 心 点 。 
dlga_start:looter_leader_1|你 想 干 什 么 ？ 
dlga_looter_leader_2:looter_leader_3|哈 ！ 除 非 你 付 了 他 们 的 赎 金 那 些 俘 虏 才 能 获 得 自 由 。 你 带 钱 了 吗 ？ 
dlga_looter_leader_3:close_window|钱 没 有 ， 剑 倒 有 的 是 。 
dlga_rescue_prisoner_succeed_2:lord_pretalk|随 时 为 你 效 劳 ， {s65}。 
dlga_merchant_quest_3b:merchant_quest_4a|钱 总 是 最 受 欢 迎 的 ， 我 乐 意 为 你 效 劳 。 
dlga_merchant_quest_4a:merchant_quest_4b|好 ！ 现 在 … … 你 有 兴 趣 再 多 挣 点 吗 ？ 
dlga_merchant_quest_4b:merchant_quest_4b1|也 许 吧 。 你 需 要 我 做 什 么 ？ 
dlga_merchant_quest_4b1:merchant_quest_4b2|记 得 我 告 诉 过 你 那 些 强 盗 在 城 里 有 同 党 吗 ？ 我 想 我 知 道 是 谁 — — 正 是 城 镇 哨 兵 的 队 长 。 几 个 月 前 这 个 队 长 ， 看 到 我 们 商 人 从 边 境 贸 易 中 获 得 的 利 润 很 丰 厚 ， 就 决 定 借 些 钱 办 一 个 商 队 。 不 幸 的 是 ， 就 像 许 多 从 商 的 新 手 那 样 ， 他 没 有 意 识 到 高 回 报 意 味 着 高 风 险 。 他 把 全 部 家 当 都 投 进 了 最 昂 贵 的 商 品 中 ， 而 他 的 商 队 理 所 当 然 的 就 被 人 俘 获 并 且 洗 劫 一 空 ， 他 因 此 失 去 了 一 切 。 
dlga_merchant_quest_4b9:merchant_quest_4_accept|可 以 了 ， 给 他 们 发 信 号 吧 。 
dlga_merchant_quest_4b9:merchant_quest_4_decline|现 在 还 不 行 。 再 次 作 战 之 前 我 得 休 息 一 下 。 
dlga_merchant_quest_4_decline:close_window|好 吧 。 我 可 以 让 我 的 部 下 暂 时 待 命 。 但 如 果 你 拖 得 太 久 ， 那 我 想 我 就 不 得 不 自 己 动 手 了 ， 不 过 我 还 是 最 希 望 你 能 加 入 进 来 的 。 现 在 ， 你 就 安 心 休 息 吧 。 
dlga_merchant_quest_2a:close_window|很 好 。 我 会 去 追 捕 那 些 强 盗 们 。 
dlga_merchant_quest_2a:close_window.1|我 现 在 还 办 不 了 这 件 事 。 
dlga_merchant_quest_3a:close_window|很 好 。 我 现 在 去 攻 打 那 些 强 盗 的 老 巢 ， 并 且 找 到 你 的 兄 弟 。 
dlga_merchant_quest_3a:close_window.1|我 现 在 还 办 不 了 这 件 事 。 
dlga_merchant_quest_persuasion:merchant_quest_1_prologue_3|你 说 服 我 了 。 我 会 帮 助 你 的 。 
dlga_merchant_quest_persuasion:merchant_quest_2|你 说 服 我 了 。 我 会 帮 助 你 的 。 
dlga_merchant_quest_persuasion:merchant_quest_3|你 说 服 我 了 。 我 会 帮 助 你 的 。 
dlga_merchant_quest_persuasion:merchant_quest_4b8|你 说 服 我 了 。 我 会 帮 助 你 的 。 
dlga_merchant_quest_persuasion:close_window|就 像 我 说 的 ， 我 在 别 处 还 有 更 重 要 的 事 情 要 做 。 
dlga_merchant_quest_2:merchant_quest_2a|现 在 — — 去 找 到 并 且 打 败 那 群 强 盗 。 
dlga_merchant_quest_3:merchant_quest_3a|现 在 — — 去 攻 打 那 个 强 盗 的 藏 身 处 ， 带 回 我 的 兄 弟 ， 并 且 让 那 些 土 匪 知 道 威 胁 我 家 人 的 下 场 是 什 么 。 
dlga_start:close_window.7|很 好 。 你 说 到 点 子 上 了 。 我 无 话 可 说 。 
dlga_merchant_closing_statement_2:merchant_closing_statement_3|那 好 像 并 不 公 平 … … 
dlga_member_intel_liaison:member_intel_liaison_results|你 发 现 了 什 么 ？ 
dlga_start:member_intel_liaison|你 好 ， 陌 生 人 。 
dlga_member_intel_liaison:member_intel_liaison_results|你 发 现 了 什 么 ？ 
dlga_member_intel_liaison_results:member_intel_liaison|{s11}我 留 意 到 你 已 经 保 留 了 一 些 领 主 的 信 息 。 我 把 它 们 也 加 进 我 的 发 现 里 面 了 。 
dlga_member_fief_grant_1:member_fief_grant_2|你 想 要 哪 块 封 地 ？ 
dlga_member_fief_grant_2:member_fief_grant_3|{s11}
dlga_member_fief_grant_2:do_member_trade|别 想 了 ， 我 没 有 封 地 可 以 给 你 。 
dlga_member_fief_grant_3:close_window|{s5}
dlga_start:companion_recruit_intro_response|{s5}
dlga_companion_recruit_intro_response:companion_recruit_backstory_a|{s6}
dlga_companion_recruit_intro_response:close_window|{s7}
dlga_companion_recruit_backstory_a:companion_recruit_backstory_b|{s5}
dlga_companion_recruit_backstory_b:companion_recruit_backstory_c|{s5}
dlga_companion_recruit_backstory_c:companion_recruit_backstory_response|{s5}
dlga_companion_recruit_backstory_response:companion_recruit_signup|{s6}
dlga_companion_recruit_backstory_response:close_window|{s7}
dlga_companion_recruit_signup:companion_recruit_signup_b|{s5}
dlga_companion_recruit_signup_b:companion_recruit_signup_response|{s5}
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}
dlga_companion_recruit_signup_response:close_window.1|{s7}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|。 
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}
dlga_start:companion_recruit_meet_again|我 们 又 见 面 了 。 
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|那 么 … … 你 在 我 们 上 次 分 开 之 后 都 做 了 什 么 ？ 
dlga_companion_recruit_meet_again:close_window|你 好 。 
dlga_start:companion_recruit_secondchance|什 么 ？ 
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|如 果 我 刚 才 很 粗 鲁 ， 我 向 你 道 歉 ， 能 再 向 我 说 一 遍 你 的 故 事 吗 ？ 
dlga_companion_recruit_secondchance:close_window|没 事 。 
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|我 也 许 能 让 你 留 在 我 的 队 伍 里 。 
dlga_start:companion_rehire.2|{s5}
dlga_start:companion_was_dismissed|真 高 兴 你 还 活 着 ， {s21}。 我 本 来 希 望 可 以 跟 你 一 起 走 的 。 
dlga_companion_was_dismissed:companion_rehire|{s5}。 你 想 要 我 重 新 成 为 你 的 伙 伴 么 ？ 
dlga_companion_rehire_refused:close_window|那 么 ， 如 果 你 改 变 了 主 意 就 来 找 我 。 好 吧 ？ 
dlga_start:companion_rehire.3|那 么 … … 你 还 要 我 回 来 吗 ？ 
dlga_minister_issues:minister_talk|{s1}现 在 没 有 领 主 。 也 许 你 希 望 让 它 就 保 持 现 状 ， 因 为 领 主 们 有 时 会 被 拥 有 可 分 封 土 地 的 君 主 所 吸 引 ， 不 过 这 样 一 来 ， 那 里 就 收 不 到 任 何 税 收 了 。 
dlga_minister_issues:minister_talk.1|在 这 一 点 上 ， 没 有 特 别 紧 急 的 事 情 需 要 你 来 关 注 。 但 是 我 还 是 要 提 出 ， 阁 下 ， 我 对 于 政 治 手 段 不 是 很 精 通 ， 所 以 我 渴 望 能 恢 复 平 静 的 生 活 。 如 果 你 只 是 打 算 执 行 那 些 最 基 本 的 指 令 ， 我 建 议 任 命 一 位 值 得 信 任 的 同 事 来 接 替 我 。 其 间 你 还 打 算 做 些 什 么 ？ 
dlga_minister_issues:minister_talk.3|现 在 没 有 什 么 特 别 紧 急 的 事 情 需 要 你 去 注 意 。 你 还 有 什 么 吩 咐 吗 ？ 
dlga_minister_pretalk:minister_talk|你 还 有 什 么 吩 咐 吗 ？ 
dlga_minister_cancel_political_quest:minister_cancel_political_quest_confirm|你 确 定 要 放 弃 那 个 主 意 ？ 
dlga_minister_cancel_political_quest_confirm:minister_pretalk.1|事 实 上 ， 别 再 操 心 了 。 
dlga_minister_talk:minister_diplomatic_kingdoms|我 想 派 遣 一 位 使 者 。 
dlga_minister_talk:minister_indict|我 想 以 叛 国 的 罪 名 告 发 一 名 对 我 不 忠 的 封 臣 。 
dlga_minister_talk:minister_change_marshal|我 想 撤 销 {s4}的 元 帅 职 务 。 
dlga_minister_talk:minister_change_marshal.1|我 想 指 定 一 名 新 元 帅 。 
dlga_minister_talk:minister_replace|我 想 让 你 从 首 相 的 位 置 上 下 来 。 
dlga_minister_talk:minister_replace.1|我 想 让 你 重 新 归 队 。 
dlga_minister_talk:minister_grant_fief|我 要 你 去 授 予 我 的 一 名 封 臣 一 块 封 地 。 
dlga_minister_talk:minister_grant_self_fief|我 想 把 {s4}留 给 自 己 。 
dlga_minister_grant_self_fief:minister_pretalk|如 你 所 愿 。 {s4}是 你 的 了 。 
dlga_minister_talk:close_window|现 在 没 事 了 。 
dlga_minister_change_marshal:minister_change_marshal_choose|谁 将 成 为 新 元 帅 ？ 
dlga_minister_change_marshal_choose:minister_pretalk|我 将 成 为 新 元 帅 
dlga_minister_change_marshal_choose:minister_pretalk.1|短 暂 的 一 段 时 间 内 ， 我 们 将 没 有 元 帅 
dlga_minister_change_marshal_choose:minister_pretalk.2|{s4}
dlga_minister_change_marshal_choose:minister_pretalk.3|没 事 
dlga_minister_diplomatic_kingdoms:minister_diplomatic_kingdoms_select|你 想 将 这 名 使 者 派 遣 给 谁 ？ 
dlga_minister_diplomatic_kingdoms:minister_pretalk|很 不 巧 ， 现 在 没 有 人 可 以 派 遣 。 
dlga_minister_diplomatic_kingdoms:minister_diplomatic_kingdoms_select|你 想 将 这 名 使 者 派 遣 给 谁 ？ 
dlga_minister_diplomatic_kingdoms_select:minister_diplomatic_initiative_type|{s11}{s14}的 {s10}
dlga_minister_diplomatic_kingdoms_select:minister_pretalk|没 事 
dlga_minister_diplomatic_initiative_type:minister_diplomatic_initiative_type_select|你 想 告 诉 他 什 么 ？ 
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary|我 们 两 国 应 该 停 战 。 
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.1|我 想 让 自 己 处 于 他 的 庇 护 之 下 ， 成 为 他 的 封 臣 。 
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.2|作 为 一 名 君 王 ， 我 想 表 达 我 对 别 国 的 友 好 。 
dlga_minister_diplomatic_initiative_type_select:minister_declare_war|我 宣 布 和 他 开 战 。 
dlga_minister_diplomatic_initiative_type_select:close_window|没 事 
dlga_minister_declare_war:minister_declare_war_confirm|{s12}
dlga_minister_declare_war_confirm:minister_declare_war_confirm_yes|是 的 ， 我 想 跟 {s12}开 战 。 
dlga_minister_declare_war_confirm:minister_pretalk|嗯 ， 也 许 不 是 。 
dlga_minister_declare_war_confirm_yes:minister_pretalk|遵 照 你 的 命 令 ， 我 们 正 在 跟 {s12}交 战 ， 愿 上 帝 赐 予 我 们 胜 利 。 
dlga_minister_diplomatic_emissary:minister_emissary_select|谁 将 会 是 你 的 使 者 ？ 你 应 该 选 择 一 位 你 信 任 的 ， 并 且 有 说 服 力 的 人 — — 一 位 能 跟 对 方 平 静 谈 判 的 人 。 
dlga_minister_emissary_select:minister_emissary_dispatch|{s11}
dlga_minister_emissary_dispatch:minister_diplomatic_dispatch_confirm|很 好 — — 我 会 派 {s11}到 {s12}去 {s14}。 
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk|是 的 ， 照 做 吧 。 
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk.1|先 放 一 放 再 说 吧 。 
dlga_minister_replace:minister_replace_select|很 好 。 你 将 会 安 排 谁 来 顶 替 我 的 位 置 ？ 
dlga_minister_replace_select:minister_replace_confirm|{s4}
dlga_minister_replace_select:minister_replace_confirm.1|我 的 妻 子 ， {s4}。 
dlga_minister_replace_select:minister_pretalk|先 放 一 放 再 说 吧 。 
dlga_minister_replace_confirm:close_window|很 好 ， {s9}将 是 你 的 新 首 相 ， 我 随 时 准 备 重 新 为 你 效 劳 。 
dlga_minister_replace_confirm:close_window.1|很 好 ， {s9}将 是 你 的 新 首 相 ， 为 你 效 劳 是 一 种 荣 耀 。 
dlga_minister_grant_fief:minister_grant_fief_select|你 想 将 哪 块 封 地 授 予 出 去 ？ {s12}
dlga_minister_grant_fief_select:minister_grant_fief_select_recipient|{s1}{s12}
dlga_minister_grant_fief_select:minister_pretalk|没 事 
dlga_minister_grant_fief_select_recipient:minister_grant_fief_select_recipient_choice|你 将 选 择 谁 来 领 受 这 块 封 地 ？ {s12}
dlga_minister_grant_fief_select_recipient_choice:minister_grant_fief_complete|{s1}
dlga_minister_grant_fief_select_recipient_choice:minister_pretalk|没 事 
dlga_minister_grant_fief_complete:minister_pretalk|好 的 — — {s2}会 领 受 {s1}。 
dlga_minister_indict_select:minister_indict_confirm|{s11}
dlga_minister_indict_select:minister_pretalk|没 事 。 
dlga_minister_indict_confirm_answer:minister_pretalk|也 许 我 应 该 等 上 一 段 时 间 … … 
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}。 {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|{s12}我 想 把 {s1}归 为 我 自 己 所 有 。 （ 封 地 :{s0}） 
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|{s66}， 你 可 以 保 留 {s1}。 （ 封 地 :{s0}） 
dlga_center_captured_lord_advice_2:close_window|嗯 。 好 吧 ， {playername}。 我 很 看 重 你 的 意 见 。 {reg6?我 :{reg7?你 :{s11}}}将 会 是 {s1}的 新 {reg3?主 人 :主 人 }。 
