mno_build_ladders|准 备 攻 击 城 墙 。 
mno_build_siege_tower|建 立 攻 城 塔 。 
mno_lift_siege|放 弃 围 城 。 
menu_siege_attack_meets_sally|守 城 方 派 了 部 队 来 对 你 进 行 还 击 。 
mno_continue|继 续 
menu_castle_besiege_inner_battle|{s1}
mno_continue|继 续 
mno_build_ladders_cont|继 续 。 
mno_go_back|后 退 。 
mno_build_siege_tower_cont|开 始 建 造 。 
mno_go_back|后 退 。 
menu_castle_attack_walls_simulate|{s4}^^我 军 伤 亡 ： {s8}^^敌 军 伤 亡 ： {s9}
mno_continue|继 续 
menu_castle_attack_walls_with_allies_simulate|{s4}^^我 军 伤 亡 ： {s8}^^盟 军 伤 亡 ： {s9}^^敌 军 伤 亡 ： {s10}
mno_continue|继 续 
menu_castle_taken_by_friends|这 里 已 经 没 什 么 好 看 的 了 。 
mno_continue|继 续 
mno_castle_taken_claim|要 求 他 把 {s3}封 给 你 。 
mno_castle_taken_no_claim|什 么 也 不 要 求 。 
mno_continue|继 续 
mno_continue|继 续 
mno_accept_decision|接 受 你 的 君 主 的 决 定 。 
mno_leave_faction|你 受 到 了 不 公 正 的 对 待 ！ 你 决 定 放 弃 你 对 你 的 君 主 所 发 的 誓 言 ！ 
mno_accept_decision|接 受 你 的 君 主 的 决 定 。 
mno_leave_faction_give_back|我 交 出 我 的 土 地 与 城 堡 给 我 的 君 主 ， 但 是 我 放 弃 我 的 誓 言 。 
mno_leave_faction_hold|我 放 弃 我 的 誓 言 。 并 以 自 己 的 名 义 占 有 我 的 城 堡 ， 包 括 {s2}。 
mno_leave_faction_cancel|我 改 变 主 意 了 。 我 还 是 对 我 的 君 主 效 忠 。 
mno_give_center_to_player_accept|接 受 这 个 建 议 。 
mno_give_center_to_player_reject|拒 绝 ， 你 不 想 要 {s2}。 
mno_continue|继 续 
mno_renew_oath|继 续 向 {s1}发 誓 ， 再 服 务 一 个 月 。 
mno_dont_renew_oath|恢 复 自 由 身 。 
menu_siege_started_defender|{s1}正 在 攻 击 {s2}的 城 墙 。 你 有 {reg10}人 可 以 参 战 对 抗 敌 人 的 {reg11}人 。 你 决 定 … … 
mno_siege_defender_join_battle|参 加 战 斗 。 
mno_siege_defender_troops_join_battle|坐 镇 指 挥 ， 让 你 的 部 队 攻 击 。 
menu_siege_join_defense|{s4}^^我 军 伤 亡 ： {s8}^^盟 军 伤 亡 ： {s9}^^敌 军 伤 亡 ： {s10}
mno_continue|继 续 
menu_enter_your_own_castle|{s10}
mno_continue|继 续 
menu_village|{s10}{s12}^{s11}^{s6}{s7}
mno_village_manage|管 理 这 个 村 庄 。 
mno_recruit_volunteers|征 募 志 愿 兵 。 
mno_village_center|前 往 村 中 心 。 
mno_village_buy_food|向 村 民 购 买 给 养 。 
mno_village_attack_bandits|进 攻 强 盗 。 
mno_village_wait|在 这 里 待 一 会 儿 。 
mno_collect_taxes_qst|为 {s1}{reg5?继 续 征 税 :征 税 }。 
mno_train_peasants_against_bandits_qst|训 练 这 些 农 民 。 
mno_village_hostile_action|做 一 些 带 有 敌 意 的 事 情 。 
mno_village_leave|离 开 … … 
menu_village_hostile_action|你 现 在 打 算 做 些 什 么 ？ 
mno_village_take_food|强 征 给 养 。 
mno_village_steal_cattle|偷 一 些 牛 。 
mno_village_loot|抢 劫 这 个 村 子 ， 然 后 把 它 夷 为 平 地 ！ 
mno_forget_it|算 了 。 
menu_recruit_volunteers|{s18}
mno_continue_not_enough_gold|我 没 有 足 够 的 钱 … … 
mno_continue|继 续 
mno_recruit_them|收 编 他 们 （ {reg6}第 纳 尔 ） 。 
mno_forget_it|算 了 。 
mno_continue|继 续 
menu_village_infest_bandits_result|{s9}
mno_continue|继 续 
mno_village_bandits_defeated_accept|我 接 受 你 们 的 赠 品 。 
mno_village_bandits_defeated_cont|你 们 比 我 更 需 要 这 些 东 西 。 你 们 的 感 谢 已 经 足 够 了 。 
mno_center_build_manor|建 造 一 个 庄 园 。 
mno_center_build_fish_pond|建 造 一 个 磨 坊 。 
mno_center_build_watch_tower|建 造 一 个 了 望 塔 。 
mno_center_build_school|建 造 一 个 学 校 。 
mno_center_build_messenger_post|建 造 一 个 驿 站 。 
mno_center_build_prisoner_tower|建 造 一 个 监 狱 。 
mno_go_back_dot|后 退 。 
mno_improve_cont|继 续 。 
mno_forget_it|算 了 。 
mno_improve_not_enough_gold|没 钱 。 
menu_town_bandits_failed|{s4}{s5}
mno_continue|继 续 
mno_continue|继 续 
menu_village_steal_cattle_confirm|队 员 中 最 高 掠 夺 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s1}预 期 }你 最 多 可 以 偷 到 {reg4}头 牛 。 
mno_village_steal_cattle_confirm|继 续 。 
mno_forget_it|算 了 。 
menu_village_steal_cattle|{s1}
mno_continue|继 续 
menu_village_take_food_confirm|强 迫 农 民 们 准 备 好 补 给 品 需 要 花 费 至 少 一 个 小 时 。 
mno_village_take_food_confirm|可 以 。 
mno_forget_it|算 了 。 
menu_village_take_food|村 民 们 勉 强 交 出 了 一 些 给 养 。 
mno_take_supplies|带 走 。 
mno_let_them_keep_it|算 了 。 
mno_village_raid_attack|镇 压 他 们 。 
mno_village_raid_leave|离 开 。 
mno_village_loot|抢 劫 这 个 村 子 ， 然 后 把 它 夷 为 平 地 ！ 
mno_village_raid_leave|离 开 。 
mno_continue|继 续 
menu_village_loot_defeat|村 民 们 以 极 大 的 勇 气 和 决 心 ， 团 结 一 致 ， 赶 跑 了 你 的 军 队 。 
mno_continue|继 续 
menu_village_loot_continue|你 还 想 继 续 洗 劫 这 个 村 子 吗 ？ 
mno_disembark_yes|是 的 。 
mno_disembark_no|不 。 
menu_close|没 事 。 
menu_town|{s10}{s14}^{s11}{s12}{s13}
mno_castle_castle|进 入 领 主 大 厅 {s1}。 
mno_join_tournament|加 入 竞 技 大 会 。 
mno_town_castle|进 入 城 堡 {s1}。 
mno_town_center|去 街 上 转 转 。 
mno_town_tavern|去 酒 馆 。 
mno_town_merchant|与 商 人 交 谈 。 
mno_town_arena|进 入 竞 技 场 。 
mno_town_dungeon|永 无 可 能 ： 进 入 地 牢 。 
mno_castle_inspect|视 察 城 堡 。 
mno_town_enterprise|访 问 你 的 {s3}。 
mno_visit_lady|尝 试 拜 访 一 位 女 士 。 
mno_trade_with_merchants|去 市 场 。 
mno_walled_center_manage|管 理 这 个 {reg0?城 镇 :城 堡 }。 
mno_walled_center_move_court|移 都 到 这 里 。 
mno_castle_station_troops|管 理 {s10}驻 军 
mno_castle_wait|在 这 里 休 息 一 会 儿 {s1}。 
mno_collect_taxes_qst|为 {s1}{reg5?继 续 征 税 :征 税 }。 
mno_town_leave|离 开 … … 
menu_cannot_enter_court|领 主 的 大 厅 里 正 在 举 行 一 场 宴 会 ， 但 是 你 还 没 有 足 够 资 格 进 入 。 或 者 想 办 法 增 加 声 望 来 赢 得 入 场 劵 ， 或 者 在 竞 技 大 会 上 胜 出 也 是 个 捷 径 。 
mno_continue|继 续 
menu_lady_visit|你 想 要 拜 访 谁 呢 ？ 
mno_visit_lady_1|拜 访 {s12}
mno_visit_lady_2|拜 访 {s12}
mno_visit_lady_3|拜 访 {s12}
mno_visit_lady_4|拜 访 {s12}
mno_visit_lady_5|拜 访 {s12}
mno_visit_lady_6|拜 访 {s12}
mno_visit_lady_7|拜 访 {s12}
mno_visit_lady_8|拜 访 {s12}
mno_leave|离 开 
menu_town_tournament_lost|你 在 竞 技 大 会 中 被 淘 汰 了 。 {s8}
mno_continue|继 续 
mno_continue|继 续 
menu_town_tournament_won_by_another|作 为 当 日 最 终 的 胜 利 的 {reg3?人 :人 }， {s1}赢 得 了 该 场 竞 技 大 会 的 奖 金 以 及 荣 誉 。 
mno_continue|继 续 
menu_town_tournament|{s1}你 现 在 处 于 竞 技 大 会 中 的 第 {reg0}轮 ， 现 在 还 剩 有 {reg1}名 参 与 者 。 下 一 轮 中 ， 将 会 有 {reg2}队 ， 其 中 每 队 有 {reg3}{reg4?人 :人 }参 加 战 斗 。 
mno_tournament_view_participants|察 看 参 与 者 名 单 。 
mno_tournament_bet|在 自 己 身 上 下 注 。 
mno_tournament_join_next_fight|进 入 下 一 轮 。 
mno_leave_tournament|从 竞 技 大 会 中 退 出 。 
menu_tournament_withdraw_verify|你 确 认 要 从 竞 技 大 会 中 退 出 吗 ？ 
mno_tournament_withdraw_yes|是 的 ， 这 是 毫 无 希 望 的 努 力 。 
menu_tournament_bet|现 在 的 比 率 是 {reg5}比 {reg6}。 {reg1?你 已 经 在 自 己 身 上 下 了 {reg1}第 纳 尔 的 赌 注 ， 如 果 你 获 得 优 胜 的 话 ， 你 将 会 赢 得 {reg2}第 纳 尔 。 :}你 还 想 再 赌 多 少 ？ 
mno_bet_100_denars|100第 纳 尔 。 
mno_bet_50_denars|50第 纳 尔 。 
mno_bet_20_denars|20第 纳 尔 。 
mno_bet_10_denars|10第 纳 尔 。 
mno_bet_5_denars|5第 纳 尔 。 
mno_go_back_dot|后 退 。 
menu_tournament_bet_confirm|如 果 你 下 {reg1}第 纳 尔 的 赌 注 的 话 ， 在 你 获 得 优 胜 时 ， 你 将 会 赢 得 {reg2}第 纳 尔 。 这 样 可 以 吗 ？ 
mno_tournament_bet_accept|可 以 。 
mno_tournament_bet_cancel|算 了 。 
menu_tournament_participants|你 从 一 位 正 在 哭 泣 的 失 败 者 那 里 打 听 到 了 这 场 竞 技 大 赛 中 参 与 者 的 名 单 。 他 们 是 :^{s11}
mno_go_back_dot|后 退 。 
menu_collect_taxes|队 员 中 最 高 交 易 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s1}预 期 }需 要 {reg4}天 来 完 成 征 税 … … 
mno_start_collecting|开 始 征 收 。 
mno_collect_later|待 会 再 说 。 
menu_collect_taxes_complete|你 从 {s3}征 收 了 {reg3}第 纳 尔 的 税 款 。 {s19}期 待 你 把 这 些 钱 带 去 给 他 。 
mno_continue|继 续 
mno_continue|继 续 
mno_continue|继 续 
mno_continue_collecting_taxes|依 然 像 以 前 那 样 征 税 。 
mno_halve_taxes|同 意 减 轻 一 半 的 税 款 。 （ {s1}也 许 会 不 满 ） 。 
mno_continue|继 续 
menu_train_peasants_against_bandits|队 员 中 最 高 训 练 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s1}预 期 }需 要 {reg4}小 时 来 进 行 理 论 讲 解 ， 使 这 些 农 民 变 成 英 勇 的 战 士 。 在 这 期 间 他 们 将 会 学 到 战 斗 的 基 本 知 识 以 及 如 何 去 沉 着 冷 静 地 应 对 一 切 战 斗 。 
mno_make_preparation|训 练 他 们 。 
mno_train_later|待 会 再 说 。 
mno_peasant_start_practice|开 始 演 习 。 
menu_train_peasants_against_bandits_training_result|{s0}
mno_continue|继 续 
menu_train_peasants_against_bandits_attack_result|{s9}
mno_continue|继 续 
mno_village_bandits_defeated_accept|我 接 受 你 们 的 赠 品 。 
mno_village_bandits_defeated_cont|你 们 比 我 更 需 要 这 些 东 西 。 你 们 的 感 谢 已 经 足 够 了 。 
menu_disembark|想 上 岸 吗 ？ 
mno_disembark_yes|是 的 。 
mno_disembark_no|不 。 
menu_ship_reembark|想 上 船 吗 ？ 
mno_reembark_yes|是 的 。 
mno_reembark_no|不 。 
menu_center_reports|镇 名 ： {s1}^租 金 收 入 ： {reg1}第 纳 尔 ^税 收 ： {reg2}第 纳 尔 ^食 物 储 备 ： 供 应 {reg3}日 
mno_to_price_and_productions|报 告 价 格 与 产 品 。 
mno_go_back_dot|后 退 。 
mno_go_back_dot|后 退 。 
menu_town_trade|你 向 市 场 走 去 。 
mno_assess_prices|估 价 。 
mno_trade_with_arms_merchant|与 武 器 商 人 交 易 。 
mno_trade_with_armor_merchant|与 盔 甲 商 人 交 易 。 
mno_trade_with_horse_merchant|与 马 匹 贩 子 交 易 。 
mno_trade_with_goods_merchant|与 杂 货 商 人 交 易 。 
mno_back_to_town_menu|返 回 。 
menu_town_trade_assessment_begin|你 偶 然 听 到 了 一 些 关 于 物 品 价 格 的 情 报 。 ^你 试 着 从 这 些 情 报 中 寻 找 到 一 些 有 用 的 东 西 。 
mno_continue|继 续 
mno_go_back_dot|后 退 。 
menu_town_trade_assessment|队 员 中 最 高 交 易 技 能 为 {reg2}级 ， {reg3?你 尝 试 算 出 利 润 最 高 的 商 品 :{s1}尝 试 算 出 利 润 最 高 的 商 品 }。 {s2}
mno_continue|继 续 
menu_sneak_into_town_suceeded|假 装 成 穿 着 破 烂 的 朝 圣 者 ， 你 骗 过 了 守 卫 ， 顺 利 的 混 入 城 里 。 
mno_continue|继 续 
mno_sneak_caught_surrender|投 降 。 
menu_sneak_into_town_caught_dispersed_guards|你 轻 易 的 甩 掉 了 守 卫 ， 消 失 在 街 道 的 深 处 。 
mno_continue|继 续 
menu_sneak_into_town_caught_ran_away|你 杀 开 一 条 血 路 终 于 夺 关 而 走 ， 迅 速 逃 到 了 郊 外 的 安 全 地 带 。 {s11}
mno_continue|继 续 
menu_enemy_offer_ransom_for_prisoner|{s2}想 用 {reg12}第 纳 尔 与 你 交 换 {s1}。 
mno_ransom_accept|接 受 这 个 建 议 。 
mno_ransom_reject|拒 绝 这 个 建 议 。 
menu_training_ground|你 到 达 了 训 练 场 。 在 这 里 你 可 以 提 升 你 的 战 斗 技 巧 。 你 想 要 进 行 哪 种 训 练 ？ 
mno_camp_trainer|和 教 练 交 谈 。 
mno_camp_train_melee|对 战 练 习 。 
mno_camp_train_archery|射 击 练 习 。 
mno_camp_train_mounted|骑 乘 练 习 。 
mno_leave|离 开 
menu_training_ground_selection_details_melee_1|你 想 要 同 时 面 对 几 个 对 手 ？ 
mno_camp_train_melee_num_men_1|一 。 
mno_camp_train_melee_num_men_2|二 。 
mno_camp_train_melee_num_men_3|三 。 
mno_camp_train_melee_num_men_4|四 。 
mno_go_back_dot|后 退 。 
menu_training_ground_selection_details_melee_2|选 择 你 的 {reg1}号 对 手 ： 
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_training_ground_selection_details_melee_random|随 机 选 择 。 
mno_go_back_dot|后 退 。 
menu_training_ground_selection_details_mounted|你 想 要 用 哪 种 武 器 进 行 训 练 ？ 
mno_camp_train_mounted_details_1|单 手 。 
mno_camp_train_mounted_details_2|长 杆 。 
mno_camp_train_mounted_details_3|弓 箭 。 
mno_camp_train_mounted_details_4|投 掷 。 
mno_go_back_dot|后 退 。 
menu_training_ground_selection_details_ranged_1|你 想 要 用 哪 种 远 程 武 器 进 行 训 练 ？ 
mno_camp_train_ranged_weapon_bow|弓 箭 。 
mno_camp_train_ranged_weapon_crossbow|弩 。 
mno_camp_train_ranged_weapon_thrown|飞 刀 。 
mno_go_back_dot|后 退 。 
menu_training_ground_selection_details_ranged_2|你 想 要 在 距 标 靶 多 远 的 距 离 练 习 ？ 
mno_camp_train_ranged_details_1|10码 。 
mno_camp_train_ranged_details_2|20码 。 
mno_camp_train_ranged_details_3|30码 。 
mno_camp_train_ranged_details_4|40码 。 
mno_camp_train_ranged_details_5|50码 。 
mno_camp_train_ranged_details_6|60码 。 
mno_camp_train_ranged_details_7|70码 。 
mno_go_back_dot|后 退 。 
menu_training_ground_description|{s0}
mno_continue|继 续 
menu_training_ground_training_result|{s7}{s2}
mno_continue|继 续 
menu_marshall_selection_candidate_ask|{s15}马 上 要 为 {s23}选 择 一 个 元 帅 。 一 些 领 主 提 名 让 你 做 候 选 人 。 
mno_marshall_candidate_accept|让 {s15}知 道 你 想 做 元 帅 。 
mno_marshall_candidate_reject|告 诉 所 有 人 这 些 天 你 太 忙 了 。 
menu_captivity_start_wilderness|Stub
menu_captivity_start_wilderness_surrender|Stub
menu_captivity_start_wilderness_defeat|你 被 敌 人 俘 虏 了 。 
menu_captivity_start_castle_surrender|Stub
menu_captivity_start_castle_defeat|Stub
menu_captivity_start_under_siege_defeat|你 被 敌 人 俘 虏 了 。 
menu_captivity_wilderness_taken_prisoner|你 被 敌 人 俘 虏 了 。 
mno_continue|继 续 
menu_captivity_wilderness_check|Stub
mno_continue|继 续 
